0.0	0.01	0.0
0.0	0.01	0.01
0.0	0.01	0.02
0.0	0.01	0.03
0.0	0.01	0.04
0.0	0.01	0.05
0.0	0.01	0.1
0.0	0.01	0.2
0.0	0.01	0.3
0.0	0.01	0.4
0.0	0.01	0.5
0.0	0.02	0.0
0.0	0.02	0.01
0.0	0.02	0.02
0.0	0.02	0.03
0.0	0.02	0.04
0.0	0.02	0.05
0.0	0.02	0.1
0.0	0.02	0.2
0.0	0.02	0.3
0.0	0.02	0.4
0.0	0.02	0.5
0.0	0.03	0.0
0.0	0.03	0.01
0.0	0.03	0.02
0.0	0.03	0.03
0.0	0.03	0.04
0.0	0.03	0.05
0.0	0.03	0.1
0.0	0.03	0.2
0.0	0.03	0.3
0.0	0.03	0.4
0.0	0.03	0.5
0.0	0.04	0.0
0.0	0.04	0.01
0.0	0.04	0.02
0.0	0.04	0.03
0.0	0.04	0.04
0.0	0.04	0.05
0.0	0.04	0.1
0.0	0.04	0.2
0.0	0.04	0.3
0.0	0.04	0.4
0.0	0.04	0.5
0.0	0.05	0.0
0.0	0.05	0.01
0.0	0.05	0.02
0.0	0.05	0.03
0.0	0.05	0.04
0.0	0.05	0.05
0.0	0.05	0.1
0.0	0.05	0.2
0.0	0.05	0.3
0.0	0.05	0.4
0.0	0.05	0.5
0.0	0.1	0.0
0.0	0.1	0.01
0.0	0.1	0.02
0.0	0.1	0.03
0.0	0.1	0.04
0.0	0.1	0.05
0.0	0.1	0.1
0.0	0.1	0.2
0.0	0.1	0.3
0.0	0.1	0.4
0.0	0.1	0.5
0.0	0.2	0.0
0.0	0.2	0.01
0.0	0.2	0.02
0.0	0.2	0.03
0.0	0.2	0.04
0.0	0.2	0.05
0.0	0.2	0.1
0.0	0.2	0.2
0.0	0.2	0.3
0.0	0.2	0.4
0.0	0.2	0.5
0.0	0.3	0.0
0.0	0.3	0.01
0.0	0.3	0.02
0.0	0.3	0.03
0.0	0.3	0.04
0.0	0.3	0.05
0.0	0.3	0.1
0.0	0.3	0.2
0.0	0.3	0.3
0.0	0.3	0.4
0.0	0.3	0.5
0.0	0.4	0.0
0.0	0.4	0.01
0.0	0.4	0.02
0.0	0.4	0.03
0.0	0.4	0.04
0.0	0.4	0.05
0.0	0.4	0.1
0.0	0.4	0.2
0.0	0.4	0.3
0.0	0.4	0.4
0.0	0.4	0.5
0.0	0.5	0.0
0.0	0.5	0.01
0.0	0.5	0.02
0.0	0.5	0.03
0.0	0.5	0.04
0.0	0.5	0.05
0.0	0.5	0.1
0.0	0.5	0.2
0.0	0.5	0.3
0.0	0.5	0.4
0.0	0.5	0.5
0.5	0.01	0.0
0.5	0.01	0.01
0.5	0.01	0.02
0.5	0.01	0.03
0.5	0.01	0.04
0.5	0.01	0.05
0.5	0.01	0.1
0.5	0.01	0.2
0.5	0.01	0.3
0.5	0.01	0.4
0.5	0.01	0.5
0.5	0.02	0.0
0.5	0.02	0.01
0.5	0.02	0.02
0.5	0.02	0.03
0.5	0.02	0.04
0.5	0.02	0.05
0.5	0.02	0.1
0.5	0.02	0.2
0.5	0.02	0.3
0.5	0.02	0.4
0.5	0.02	0.5
0.5	0.03	0.0
0.5	0.03	0.01
0.5	0.03	0.02
0.5	0.03	0.03
0.5	0.03	0.04
0.5	0.03	0.05
0.5	0.03	0.1
0.5	0.03	0.2
0.5	0.03	0.3
0.5	0.03	0.4
0.5	0.03	0.5
0.5	0.04	0.0
0.5	0.04	0.01
0.5	0.04	0.02
0.5	0.04	0.03
0.5	0.04	0.04
0.5	0.04	0.05
0.5	0.04	0.1
0.5	0.04	0.2
0.5	0.04	0.3
0.5	0.04	0.4
0.5	0.04	0.5
